Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
GLCC,206444,23.5666667,1455 highway 9,-113.5914753,51.3024263,RANGE_INTERPOLATED,Lake Park,1,Iowa,29
Great Lakes Colocation ,206444,23.5666667,1501 35th ave west,-95.1961915,43.1531185,ROOFTOP,Spencer,1,Iowa,29
Heartland Technology Data Center,206444,23.5666667,1151 12th St,-92.33176943,42.48912649,GoogleMap,Waterloo IA,1,Iowa,29
Flexential Louisville - East Data Center,81030,9.25,2101 Nelson Miller Parkway,-85.5072266,38.27718,ROOFTOP,Louisville,12,Kentucky,20
Flexential Louisville - Downtown Data Center,81030,9.25,733 Barret Avenue,-85.7328101,38.2429872,ROOFTOP,Louisville,12,Kentucky,20
Cogent Data Center - Louisville,81030,9.25,332 W. Broadway,-74.0039974,40.7223732,RANGE_INTERPOLATED,Louisville,12,Kentucky,20
"Windstream Louisville, KY",81030,9.25,929 Mason Avenue,-90.0460313,29.8917372,GEOMETRIC_CENTER,Louisville,12,Kentucky,20
Lumen Louisville 2,81030,9.25,715 S 7th St,-75.4658842,40.5909384,GEOMETRIC_CENTER,Louisville,12,Kentucky,20
Lumen Louisville 3,81030,9.25,332 W. Broadway,-74.0039974,40.7223732,RANGE_INTERPOLATED,Louisville,12,Kentucky,20
Lumen Louisville 1,81030,9.25,848 S. 8th Street,-85.76611696,38.24319934,GoogleMap,Louisville,12,Kentucky,20
Data Canopy - Louisville,81030,9.25,1208 Quality Choice Pl,-85.7738619,38.2370691,ROOFTOP,Louisville,12,Kentucky,20
IgLou Colocation,81030,9.25,3315 Gilmore Industrial Blvd,-85.7002616,38.1783912,ROOFTOP,Louisville,12,Kentucky,20
East Breckinridge,81030,9.25,321 East Breckinridge Street,-85.7493313,38.2411882,ROOFTOP,Louisville,12,Kentucky,20
Davey Holdings LLC,81030,9.25,12935 W. US Hwy 42,-85.5935348,38.3702788,ROOFTOP,Louisville,12,Kentucky,20
332 West Broadway,81030,9.25,332 W. Broadway,-74.0039974,40.7223732,RANGE_INTERPOLATED,Louisville,12,Kentucky,20
Windstream Lexington,81030,9.25,151 N Martin Luther King Blvd,-84.4944433,38.0460732,ROOFTOP,Lexington,2,Kentucky,20
SUBTAC,81030,9.25,3830 Highbridge Rd,-76.7735719,38.9723265,RANGE_INTERPOLATED,Lexington,2,Kentucky,20
ATCDC,81030,9.25,500 Diederich Blvd,-82.6817581,38.5059917,GEOMETRIC_CENTER,Ashland,1,Kentucky,20
EnergyNet Data Center,81030,9.25,1820 E. 9th Street,-87.46515464,36.84786662,GoogleMap,Hopkinsville,1,Kentucky,20
CyrusOne CIN6 - Florence,81030,9.25,7200 Industrial Road,-84.61914948,38.98147224,GoogleMap,Florence KY,2,Kentucky,20
CBTS Florence Data Center,81030,9.25,987 Central Blvd.,-97.5127409,25.9204349,RANGE_INTERPOLATED,Florence KY,2,Kentucky,20
Core Scientific Calvert City,81030,9.25,1035 Shar-Cal Rd,-88.3932763,37.0514683,ROOFTOP,Calvert City,1,Kentucky,20
Stone Mountain Data Complex,81030,9.25,235 A Tom T. Hall Blvd,-83.1767283,38.2997043,ROOFTOP,Olive Hill,1,Kentucky,20
DC BLOX Greenville,134904,15.4,33 Global Drive,-84.6457507,39.0046762,GEOMETRIC_CENTER,Greenville,3,South Carolina,13
DartPoints Greenville,134904,15.4,78 Global Drive,-84.6457507,39.0046762,GEOMETRIC_CENTER,Greenville,3,South Carolina,13
DartPoints Spartanburg,134904,15.4,5700 N Blackstock Rd,-82.0348305,34.9965797,ROOFTOP,Greenville,3,South Carolina,13
Technology Solutions,134904,15.4,301 By Pass 123,-82.9435956,34.6983572,RANGE_INTERPOLATED,Seneca,1,South Carolina,13
DC BLOX Charleston West,134904,15.4,Camp Hall Industrial Park,,,,Charleston,4,South Carolina,13
DartPoints Charleston,134904,15.4,8480 Palmetto Commerce Parkway,-80.101239,32.9649027,ROOFTOP,Charleston,4,South Carolina,13
Google Berkeley County Data Center,134904,15.4,1669 Garrott Ave,-80.0388922,33.0723666,ROOFTOP,Charleston,4,South Carolina,13
Elink Datacenter,134904,15.4,3227 Walter Drive,-80.0589276,32.7301282,ROOFTOP,Charleston,4,South Carolina,13
Lumen Spartanburg 1,134904,15.4,145 North Church Street,-80.8294463,35.2392186,GEOMETRIC_CENTER,Spartanburg,1,South Carolina,13
DartPoints Columbia,134904,15.4,1000 Catawba Street,-81.0305887,33.9878656,ROOFTOP,Columbia SC,3,South Carolina,13
Lumen Columbia,134904,15.4,1401 Main St,-73.8230851,40.7295847,RANGE_INTERPOLATED,Columbia SC,3,South Carolina,13
Segra Columbia,134904,15.4,1500 Hampton St,-81.029854,34.0065595,ROOFTOP,Columbia SC,3,South Carolina,13
DC BLOX Myrtle Beach,134904,15.4,1401 Howard Ave,-73.9211377,40.6887448,RANGE_INTERPOLATED,Columbia SC,1,South Carolina,13
Parsec Data Center,192720,22,3450 Gabel Road,-108.6031115,45.7426896,ROOFTOP,Billings,2,Montana,3
Billings - Central,192720,22,1030 Central Ave,-108.5415017,45.76834143,GoogleMap,Billings,2,Montana,3
Opticom Bozeman,192720,22,144 Quail Run Road,-79.0147963,33.7898253,RANGE_INTERPOLATED,Bozeman,1,Montana,3
Lunavi Cheyenne,185712,21.2,340 Progress Circle,-104.7415066,41.12966043,GoogleMap,Cheyenne,6,Wyoming,9
Green House Data,185712,21.2,340 Progress Circle,-104.7415066,41.12966043,GoogleMap,Cheyenne,6,Wyoming,9
Microsoft Cheyenne,185712,21.2,644 Logistics Dr,-104.896047,41.12378897,GoogleMap,Cheyenne,6,Wyoming,9
Cogent Data Center - Cheyenne,185712,21.2,114 W 10th St,-104.8116222,41.12792003,GoogleMap,Cheyenne,6,Wyoming,9
Microsoft Bison Business Park,185712,21.2,82007,-104.798771,41.0791985,APPROXIMATE,Cheyenne,6,Wyoming,9
Microsoft Cheyenne Business Parkway,185712,21.2,82007,-104.798771,41.0791985,APPROXIMATE,Cheyenne,6,Wyoming,9
WY-1,185712,21.2,8936 County Road 180,-110.7481854,41.28619413,GoogleMap,Evanston,1,Wyoming,9
MWTN - NOC of the Rockies,185712,21.2,123 W. 1st Street,-106.3262812,42.84964711,GoogleMap,Casper,1,Wyoming,9
Silver Star Communications,185712,21.2,455 East 1st Avenue,-123.0775126,49.2696733,RANGE_INTERPOLATED,Afton,1,Wyoming,9
Crown Castle Providence,2920,0.33333333,300 Carpenter St,103.8479541,1.288033,GEOMETRIC_CENTER,Providence,6,Rhode Island,6
Crown Castle Providence (RI1),2920,0.33333333,235 Promenade,-71.41917911,41.82899787,GoogleMap,Providence,6,Rhode Island,6
Lumen Providence 1,2920,0.33333333,375 Promenade Street,-71.4239465,41.829468,ROOFTOP,Providence,6,Rhode Island,6
MegaNet Foundry Datacenter,2920,0.33333333,275 Promenade St,-71.4208765,41.8293208,ROOFTOP,Providence,6,Rhode Island,6
Provdotnet PVD2/PVD3,2920,0.33333333,304 Carpenter St,103.8479541,1.288033,GEOMETRIC_CENTER,Providence,6,Rhode Island,6
Provdotnet - PDC1,2920,0.33333333,1155 Westminster Steet,-71.4276892,41.8174554,ROOFTOP,Providence,6,Rhode Island,6
CyrusOne NYM5 - Norwalk,4380,0.5,6 Norden Place,-73.3886187,41.1131527,ROOFTOP,Norwalk,1,Connecticut,61
CyrusOne NYM10 - Stamford,4380,0.5,10 Riverbend Drive South,-73.5175949,41.0840269,ROOFTOP,Norwalk,6,Connecticut,61
Crown Castle Stamford 2,4380,0.5,5 Landmark Square,-73.5375875,41.0542655,ROOFTOP,Norwalk,6,Connecticut,61
Crown Castle Stamford 1,4380,0.5,1351 Washington Blvd,-73.5429363,41.0580854,ROOFTOP,Norwalk,6,Connecticut,61
Lumen Stamford,4380,0.5,21 Harborview Ave,-71.2864803,41.6854415,ROOFTOP,Norwalk,6,Connecticut,61
Data Ark - Stamford,4380,0.5,25 Harborview Ave.,-71.2857216,41.6852064,ROOFTOP,Norwalk,6,Connecticut,61
Amnet Technology Solutions,4380,0.5,26 Fahey St,-52.7530985,47.5095026,ROOFTOP,Norwalk,6,Connecticut,61
SteelVault OX-1,4380,0.5,66 Hawley Rd,-122.3497067,40.6143672,RANGE_INTERPOLATED,Oxford,1,Connecticut,61
Gotspace Griswold 1 Campus,4380,0.5,29 Barber Rd,1.344646756,52.62750996,GoogleMap,Norwich,21,Connecticut,61
Gotspace Norwich Campus,4380,0.5,334-388 Plain Hill Rd,-72.1034331,41.5838788,ROOFTOP,Norwich,21,Connecticut,61
Gotspace Bozrah Campus,4380,0.5,Bozrah St,-72.1923587,41.5391252,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Griswold 1 - Building 3,4380,0.5,29 Barber Rd,1.344646756,52.62750996,GoogleMap,Norwich,21,Connecticut,61
Gotspace Bozrah - Building 3,4380,0.5,Bozrah St,-72.1923587,41.5391252,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Norwich - Building 2,4380,0.5,368 Plain Hill Rd,-72.104732,41.6012766,RANGE_INTERPOLATED,Norwich,21,Connecticut,61
Gotspace Norwich - Building 3,4380,0.5,388 Plain Hill Rd,-72.1047473,41.6010996,RANGE_INTERPOLATED,Norwich,21,Connecticut,61
Gotspace Griswold 1 - Building 1,4380,0.5,29 Barber Rd,1.344646756,52.62750996,GoogleMap,Norwich,21,Connecticut,61
Gotspace Griswold 1 - Building 2,4380,0.5,29 Barber Rd,1.344646756,52.62750996,GoogleMap,Norwich,21,Connecticut,61
Gotspace Bozrah - Building 1,4380,0.5,Bozrah St,-72.1923587,41.5391252,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Bozrah - Building 2,4380,0.5,Bozrah St,-72.1923587,41.5391252,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Norwich - Building 1,4380,0.5,334 Plain Hill Rd,-72.1034331,41.5838788,ROOFTOP,Norwich,21,Connecticut,61
Gotspace Griswold 2 Campus,4380,0.5, Bishop Crossing Rd / Polinsky Rd,-71.9438232,41.6302749,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 1（）无,4380,0.5,,,,,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 7,4380,0.5,Bishop Crossing Rd,-71.9438232,41.6302749,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 6,4380,0.5,Bishop Crossing Rd,-71.9438232,41.6302749,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 4,4380,0.5,Bishop Crossing Rd,-71.9438232,41.6302749,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 2（无）,4380,0.5,,,,,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 3（无）,4380,0.5,,,,,Norwich,21,Connecticut,61
Gotspace Griswold 2 - Building 5,4380,0.5,Bishop Crossing Rd,-71.9438232,41.6302749,GEOMETRIC_CENTER,Norwich,21,Connecticut,61
FreeClix Data Centre,4380,0.5,"Quartermaster House, Dewing Road",,,,Norwich,21,Connecticut,61
Gotspace Wallingford 1 Campus,4380,0.5,775-965 Northrop Rd,-72.7715053,41.4859042,RANGE_INTERPOLATED,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 3,4380,0.5,Tankwood Rd,-72.7828484,41.4987184,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 1 - Building 2,4380,0.5,961 Northrop Rd,-72.771864,41.48325,RANGE_INTERPOLATED,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 1,4380,0.5,Barnes Industrial Rd S,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 1 - Building 1,4380,0.5,775 Northrop Rd,-72.7715053,41.4859042,RANGE_INTERPOLATED,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 6,4380,0.5,Barnes Industrial Rd S,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 1 - Building 3,4380,0.5,965 Northrop Rd,-72.773283,41.48933,ROOFTOP,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 7,4380,0.5,Barnes Industrial Rd S,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 Campus,4380,0.5,Barnes Industrial Rd S / Tankwood Rd,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 4,4380,0.5,Barnes Industrial Rd S,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 5,4380,0.5,Barnes Industrial Rd S,-72.8039104,41.4792425,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Wallingford 2 - Building 2,4380,0.5,Tankwood Rd,-72.7828484,41.4987184,GEOMETRIC_CENTER,Wallingford,12,Connecticut,61
Gotspace Groton North Campus,4380,0.5,Orchard Dr,-72.02469511,41.38189231,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton South Campus,4380,0.5,Flanders Rd,-72.00673498,41.36924133,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton North - Building 3,4380,0.5,Orchard Dr,-72.02469511,41.38189231,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton South - Building 3,4380,0.5,Flanders Rd,-72.00673498,41.36924133,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton North - Building 2,4380,0.5,Orchard Dr,-72.02469511,41.38189231,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton North - Building 1,4380,0.5,Orchard Dr,-72.02469511,41.38189231,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton South - Building 1,4380,0.5,Flanders Rd,-72.00673498,41.36924133,GoogleMap,Groton,8,Connecticut,61
Gotspace Groton South - Building 2,4380,0.5,Flanders Rd,-72.00673498,41.36924133,GoogleMap,Groton,8,Connecticut,61
Colocation America HartfordDC1,4380,0.5,108 Bank Street,-75.7005025,45.4200097,ROOFTOP,Hartford,4,Connecticut,61
Lumen Hartford 1,4380,0.5,155 Locust Street,-75.2028214,39.952977,GEOMETRIC_CENTER,Hartford,4,Connecticut,61
NWI Networks,4380,0.5, 135 Day Street,151.2032436,-33.8742929,RANGE_INTERPOLATED,Hartford,4,Connecticut,61
The Computer Company Inc.,4380,0.5,15 Commerce Drive,-72.66808292,41.76075229,GoogleMap,Hartford,4,Connecticut,61
80 Merritt Blvd (HVN10),4380,0.5,80 Merritt Boulevard,-76.5030145,39.273509,GEOMETRIC_CENTER,Trumbull,2,Connecticut,61
Corserva Connecticut,4380,0.5,100 Technology Drive,-117.7423769,33.6603352,ROOFTOP,Trumbull,2,Connecticut,61
CVM,4380,0.5,780 East Main Street,-72.75176628,41.3081419,GoogleMap,New Haven,4,Connecticut,61
Cloudsmart,4380,0.5,4 Pin Oak Drive,-89.8724892,38.7522812,GEOMETRIC_CENTER,New Haven,4,Connecticut,61
Lumen New Haven,4380,0.5,54 Meadow Street,-72.9262876,41.2998783,ROOFTOP,New Haven,4,Connecticut,61
"ChimeNet, Inc,",4380,0.5,110 Barnes  Rd,-72.80113162,41.48662554,GoogleMap,New Haven,4,Connecticut,61
CAPS,4380,0.5,2 Enterprise Drive,-73.12490186,41.27810046,GoogleMap,Fairfield County,1,Connecticut,61
TierPoint Waterbury,4380,0.5,108 Bank Street,-75.7005025,45.4200097,ROOFTOP,Waterbury,1,Connecticut,61
DaSTOR New Castle,96170.32,10.97834703,3 Boulden Cir,-75.5745058,39.6870316,ROOFTOP,Wilmington,4,Delaware,5
DaSTOR Wilmington CCC,96170.32,10.97834703,1201 N. Market St.,-77.4071675,39.4294414,ROOFTOP,Wilmington,4,Delaware,5
Lumen Wilmington 1,96170.32,10.97834703,1603 North Jessup Street,-122.6835942,45.5643329,RANGE_INTERPOLATED,Wilmington,4,Delaware,5
TRIJIT DATACENTER,96170.32,10.97834703,501 Silverside Rd,-75.4862662,39.7878877,ROOFTOP,Wilmington,4,Delaware,5
Data Canopy - Newark,96170.32,10.97834703,350 Pencader Dr,-75.7614126,39.6127529,ROOFTOP,Newark DE,1,Delaware,5
"DRFortress - Honolulu, Hawaii",1095,0.125,3375 Koapaka Street,-157.9175319,21.3360774,ROOFTOP,Honolulu,6,Hawaii,8
MTP Data Center,1095,0.125,200 Kahelu Ave,-158.0192586,21.4809224,ROOFTOP,Honolulu,6,Hawaii,8
Hawaiian Telcom - Endeavor Data Center,1095,0.125,2339 Kamehameha Highway,-157.8882132,21.3319333,ROOFTOP,Honolulu,6,Hawaii,8
University of Hawaii ITS Data Center,1095,0.125,2520 Correa Rd,-157.8164309,21.2988159,ROOFTOP,Honolulu,6,Hawaii,8
Lumen Honolulu,1095,0.125,550 Paiea St,-157.9164071,21.3355424,ROOFTOP,Honolulu,6,Hawaii,8
Puahale,1095,0.125,1931 N King St,-157.878286,21.3319047,ROOFTOP,Honolulu,6,Hawaii,8
AlohaNAP,1095,0.125,91-340 Farrington Hwy,-158.0902073,21.336815,ROOFTOP,Kapolei,1,Hawaii,8
Hawaiian Telcom - Kawaihae Data Center,1095,0.125,96743,-155.7134009,20.0390812,APPROXIMATE,Waimea,1,Hawaii,8
Fusion Connect - Coeur d Alene,29784,3.4,422 W Appleway Ave.,-116.7919271,47.7003962,RANGE_INTERPOLATED,Coeur d Alene,1,Idaho,5
Ark Data Centers Boise 1,29784,3.4,2653 S. Victory View Way,-116.2907645,43.5798937,ROOFTOP,Boise,4,Idaho,5
Tonaquint Boise Data Center,29784,3.4,10215 W Emerald St,-116.3102611,43.607991,ROOFTOP,Boise,4,Idaho,5
Ark Data Centers Boise 2,29784,3.4,1415 S. Eagle Flight Way,-116.2991694,43.5919856,RANGE_INTERPOLATED,Boise,4,Idaho,5
Meta Kuna Data Center,29784,3.4,83634,-116.2605101,43.4356614,APPROXIMATE,Boise,4,Idaho,5
FirstLight Williston VT,101074.78,11.53821689,45 Krupp Dr,-73.1275173,44.4502079,ROOFTOP,Burlington,2,Vermont,3
"Tech Vault, Inc.",101074.78,11.53821689,21 Gregory Drive,-84.1738761,39.0828353,GEOMETRIC_CENTER,Burlington,2,Vermont,3
StoweVT,101074.78,11.53821689,571 south main ST,-72.69303981,44.45893934,GoogleMap,Stowe,1,Vermont,3
TierPoint Kansas City - Lenexa,625.7142857,0.071428571,14500 W. 15th Street,,,,Kansas City KS,9,Kansas,14
LightEdge - Lenexa,625.7142857,0.071428571,17501 W 98th St,-118.3068236,33.9469615,RANGE_INTERPOLATED,Kansas City KS,9,Kansas,14
Netrality - 7801 Nieman,625.7142857,0.071428571,7801 Nieman Rd,-94.7124311,38.9865022,ROOFTOP,Kansas City KS,9,Kansas,14
DataBank MCI2 - Pine Ridge,625.7142857,0.071428571,10605 W. 84th Terrace,-94.7089214,38.9751845,ROOFTOP,Kansas City KS,9,Kansas,14
DataBank MCI1 - Kansas City - South Lake,625.7142857,0.071428571,15721 College Boulevard,-94.7682598,38.9269037,ROOFTOP,Kansas City KS,9,Kansas,14
C1 Kansas Data Center,625.7142857,0.071428571,17795 W. 106th,-94.79199665,38.93572248,GoogleMap,Kansas City KS,9,Kansas,14
QTS Overland Park,625.7142857,0.071428571,12851 Foster St.,-94.67326263,38.89615412,GoogleMap,Kansas City KS,9,Kansas,14
NetStandard,625.7142857,0.071428571,2000 Merriam Lane,-94.652655,39.0495819,ROOFTOP,Kansas City KS,9,Kansas,14
FullControl Network,625.7142857,0.071428571,14400 College blvd,-94.7508657,38.9279995,ROOFTOP,Kansas City KS,9,Kansas,14
DataBank MCI3 - South Lake Campus,625.7142857,0.071428571,11200 Lakeview Ave,-94.77029142,38.92516175,GoogleMap,Lenexa,2,Kansas,14
Windstream Lenexa,625.7142857,0.071428571,7945 Bond St,-94.71847073,38.98451871,GoogleMap,Lenexa,2,Kansas,14
UV&S Data Center,625.7142857,0.071428571,245 N. Waco,-97.343706,37.6892128,ROOFTOP,Wichita,2,Kansas,14
ISG Wichita,625.7142857,0.071428571,3700 W. May,-97.38577281,37.65961335,GoogleMap,Wichita,2,Kansas,14
ISG Topeka,625.7142857,0.071428571,400 SE Jefferson,-94.8227394,33.8929173,ROOFTOP,Topeka,1,Kansas,14
"SNS Littleton, NH",1946.66667,0.22222222,775 Industrial Park Rd.,-71.79850883,44.29330159,GoogleMap,Littleton,1,New Hampshire,9
Consolidated Manchester,1946.66667,0.22222222,770 Elm St,-71.46366906,42.98902721,GoogleMap,Manchester NH,5,New Hampshire,9
FirstLight Manchester NH,1946.66667,0.22222222,77 Sundial Ave,-71.4705899,42.9717838,ROOFTOP,Manchester NH,5,New Hampshire,9
FirstLight Bedford,1946.66667,0.22222222,8 Commerce Drive,106.782216,-6.221499,ROOFTOP,Manchester NH,5,New Hampshire,9
Peregrine Networks Data Center,1946.66667,0.22222222,27 Lowell Street,-70.9283176,42.5265183,ROOFTOP,Manchester NH,5,New Hampshire,9
Dynamic Internet,1946.66667,0.22222222,10 delaware drive,-83.0916356,40.2940363,GEOMETRIC_CENTER,Manchester NH,5,New Hampshire,9
FirstLight Keene NH,1946.66667,0.22222222,310 Marlboro St,-72.26767503,42.9256914,GoogleMap,Keene,1,New Hampshire,9
Consolidated Laconia,1946.66667,0.22222222,762 N Main St,-71.47326434,43.53145918,GoogleMap,Laconia,1,New Hampshire,9
FirstLight Lebanon NH,1946.66667,0.22222222,16 Cavendish Ct,-72.25616619,43.67892049,GoogleMap,Lebanon NH,1,New Hampshire,9
Monroe,6570,0.75,762 N Main St,,,,Monroe,1,Louisiana,12
EdgeConneX Slidell - EDCSLI01,6570,0.75,2070 Gause Blvd E,-89.7374027,30.2870983,ROOFTOP,New Orleans,6,Louisiana,12
Cogent Data Center - New Orleans,6570,0.75,650 Poydras St.,-90.0701146,29.9488746,ROOFTOP,New Orleans,6,Louisiana,12
Lumen New Orleans 2,6570,0.75,1250 Poydras St,-90.0767572,29.9507683,ROOFTOP,New Orleans,6,Louisiana,12
FOGO Solutions - New Orleans,6570,0.75,935 Gravier St,-90.0733933,29.9529136,ROOFTOP,New Orleans,6,Louisiana,12
Lumen Metairie,6570,0.75,3220 Lausat Street,-90.1578447,29.9722954,ROOFTOP,New Orleans,6,Louisiana,12
Lumen New Orleans 1,6570,0.75,639 Loyola,-90.07830112,29.95136295,GoogleMap,New Orleans,6,Louisiana,12
Lockstep Technology Group Data Center,6570,0.75,6867 Bluebonnet Blvd.,-91.092567,30.387558,ROOFTOP,Baton Rouge,4,Louisiana,12
DartPoints Baton Rouge 2,6570,0.75,7139 Florida Blvd,-91.1155706,30.4522872,ROOFTOP,Baton Rouge,4,Louisiana,12
DartPoints Baton Rouge 1,6570,0.75,7127 Florida Blvd,-91.1159194,30.4537793,ROOFTOP,Baton Rouge,4,Louisiana,12
Lumen Baton Rouge 2,6570,0.75,9826 Burbank Drive,-91.1187267,30.357106,ROOFTOP,Baton Rouge,4,Louisiana,12
DartPoints Shreveport,6570,0.75,601 Milam St,-95.3642685,29.7604778,ROOFTOP,Shreveport,1,Louisiana,12
Citynet Bridgeport,99848.67,11.39825,48809 Al Highway 277,-85.74493876,34.92039887,GoogleMap,Bridgeport,2,West Virginia,6
Google Jackson County Data Center,99848.67,11.39825,100 Platinum Dr,-79.7288637,43.5359434,GEOMETRIC_CENTER,Bridgeport,2,West Virginia,6
Reliable Hosting Services,99848.67,11.39825,303 N. Washington Street,-78.22521828,39.63093605,GoogleMap,Berkeley Springs,1,West Virginia,6
Citynet Morgantown,99848.67,11.39825,3600 University Ave,-79.99023838,39.65975183,GoogleMap,Morgantown,1,West Virginia,6
Citynet Charleston,99848.67,11.39825,226 Kanawha Blvd,-81.6454123,38.3549322,ROOFTOP,Charleston WV,2,West Virginia,6
Pinnacle Technical Solutuons,99848.67,11.39825,4300 1st Ave.,-81.83050049,38.44298238,GoogleMap,Charleston WV,2,West Virginia,6
USNX Data Center,98622.55,11.25828196,6360 I-55 North,-90.1431885,32.3981802,ROOFTOP,Jackson MS,3,Mississippi,5
C Spire Ridgeland,98622.55,11.25828196,1018 Highland Colony Pkwy,-90.1472147,32.4373271,ROOFTOP,Jackson MS,3,Mississippi,5
NETDOOR JXN,98622.55,11.25828196,812 N State St,-90.17824173,32.30903547,GoogleMap,Jackson MS,3,Mississippi,5
C Spire Hattiesburg,98622.55,11.25828196,6184 US Hwy 98,-89.3891801,31.3195577,ROOFTOP,Hattiesburg,1,Mississippi,5
C Spire Starkville,98622.55,11.25828196,401 Research Blvd,-97.712445,30.3469906,RANGE_INTERPOLATED,Starkville,1,Mississippi,5
TierPoint Little Rock,94944.21,10.83838014,15707 Chenal Parkway,-92.4442068,34.7560412,ROOFTOP,Little Rock,3,Arkansas,3
